Environmental package	Package item	Structured comment name	Value	Value details	Occurrence	Value syntax	Definition	EU	BA	PL	VI	ORG	ME	MIENS_S	MIENS_C	Position
water	bishomohopanol	bishomohopanol	[measurement value]		1	float unit	concentration of bishomohopanol 	X	X	X	X	X	X	X	X	0
water	bromide	bromide	[measurement value]		1	float unit	concentration of bromide 	X	X	X	X	X	X	X	X	0
water	calcium	calcium	[measurement value]		1	float unit	concentration of calcium	X	X	X	X	X	X	X	X	0
water	carbon/nitrogen ratio	carb_nitro_ratio	[measurement value]		1	float unit	ratio of amount or concentrations of carbon to nitrogen	X	X	X	X	X	X	X	X	0
water	chemical administration	chem_administration	[CHEBI;timestamp]	CHEBI (Chemical Entities of Biological Interest) browser; http://www.ebi.ac.uk/ontology-lookup/browse.do?ontName=CHEBI	multiple	CHEBI term;[YYYY]-[MM]-[DD]T[hh]:[mm]:[ss]TZD	list of chemical compounds administered to the host or site where sampling occurred, and when (e.g. antibiotics, N fertilizer, air filter); can include multiple compounds	X	X	X	X	X	X	X	X	0
water	chloride	chloride	[measurement value]		1	float unit	concentration of chloride 	X	X	X	X	X	X	X	X	0
water	chlorophyll	chlorophyll	[measurement value]		1	float unit	concentration of chlorophyll	X	X	X	X	X	X	X	X	0
water	current	current	[measurement value]		1	float unit	measurement of current 	X	X	X	X	X	X	X	X	0
water	density	density	[measurement value]		1	float unit	density of sample	X	X	X	X	X	X	X	X	0
water	diether lipids	diether_lipids	[diether lipid name;measurement value]		multiple	text;float unit	concentration of diether lipids; can include multiple types of diether lipids	X	X	X	X	X	X	X	X	0
water	dissolved carbon dioxide	diss_carb_dioxide	[measurement value]		1	float unit	concentration of dissolved carbon dioxide	X	X	X	X	X	X	X	X	0
water	dissolved hydrogen	diss_hydrogen	[measurement value]		1	float unit	concentration of dissolved hydrogen	X	X	X	X	X	X	X	X	0
water	dissolved inorganic nitrogen	diss_inorg_nitro	[measurement value]		1	float unit	concentration of dissolved inorganic nitrogen 	X	X	X	X	X	X	X	X	0
water	dissolved inorganic phosphorus	diss_inorg_phosp	[measurement value]		1	float unit	concentration of dissolved inorganic phosphorus 	X	X	X	X	X	X	X	X	0
water	dissolved organic carbon	diss_org_carb	[measurement value]		1	float unit	concentration of dissolved organic carbon	X	X	X	X	X	X	X	X	0
water	dissolved oxygen	diss_oxygen	[measurement value]		1	float unit	concentration of dissolved oxygen	X	X	X	X	X	X	X	X	0
water	glucosidase activity	glucosidase_act	[measurement value]		1	float unit	measurement of glucosidase activity	X	X	X	X	X	X	X	X	0
water	light intensity	light_intensity	[measurement value]		1	float unit	measurement of light intensity	X	X	X	X	X	X	X	X	0
water	magnesium	magnesium	[measurement value]		1	float unit	concentration of magnesium	X	X	X	X	X	X	X	X	0
water	mean friction velocity	mean_frict_vel	[measurement value]		1	float unit	measurement of mean friction velocity	X	X	X	X	X	X	X	X	0
water	mean peak friction velocity	mean_peak_frict_vel	[measurement value]		1	float unit	measurement of mean peak friction velocity	X	X	X	X	X	X	X	X	0
water	miscellaneous parameter	misc_param	[parameter name;measurement value]		multiple	text;float unit or text	any other measurement performed or parameter collected, that is not listed here	X	X	X	X	X	X	X	X	0
water	n-alkanes	n-alkanes	[n-alkane name;measurement value]		multiple	text;float unit	concentration of n-alkanes; can include multiple n-alkanes	X	X	X	X	X	X	X	X	0
water	nitrate	nitrate	[measurement value]		1	float unit	concentration of nitrate	X	X	X	X	X	X	X	X	0
water	nitrite	nitrite	[measurement value]		1	float unit	concentration of nitrite	X	X	X	X	X	X	X	X	0
water	nitrogen	nitro	[measurement value]		1	float unit	concentration of nitrogen (total)	X	X	X	X	X	X	X	X	0
water	organic carbon	org_carb	[measurement value]		1	float unit	concentration of organic carbon	X	X	X	X	X	X	X	X	0
water	organic matter	org_matter	[measurement value]		1	float unit	concentration of organic matter 	X	X	X	X	X	X	X	X	0
water	organic nitrogen	org_nitro	[measurement value]		1	float unit	concentration of organic nitrogen	X	X	X	X	X	X	X	X	0
water	organism count	organism_count	[organism name;measurement value]		multiple	text;float unit	total count of any organism per gram or volume of sample,should include name of organism followed by count; can include multiple organism counts	X	X	X	X	X	X	X	X	0
water	oxygenation status of sample	oxy_stat_samp	[enumeration]	aerobic, anaerobic	1	Controlled vocabulary term	oxygenation status of sample	X	X	X	X	X	X	X	X	0
water	particulate organic carbon	part_org_carb	[measurement value]		1	float unit	concentration of particulate organic carbon	X	X	X	X	X	X	X	X	0
water	particulate organic nitrogen	part_org_nitro	[measurement value]		1	float unit	concentration of particulate organic nitrogen	X	X	X	X	X	X	X	X	0
water	perturbation	perturbation	[perturbation type name;time interval]		multiple	text;[YYYY]-[MM]-[DD]T[hh]:[mm]:[ss]TZD/[YYYY]-[MM]-[DD]T[hh]:[mm]:[ss]TZD	type of perturbation, e.g. chemical administration, physical disturbance, etc., coupled with time that perturbation occurred; can include multiple perturbation types	X	X	X	X	X	X	X	X	0
water	petroleum hydrocarbon	petroleum_hydrocarb	[measurement value]		1	float unit	concentration of petroleum hydrocarbon	X	X	X	X	X	X	X	X	0
water	pH	ph	[measurement value]		1	float unit	pH measurement	X	X	X	X	X	X	X	X	0
water	phaeopigments	phaeopigments	[phaeopigment name;measurement value]		multiple	text;float unit	concentration of phaeopigments; can include multiple phaeopigments	X	X	X	X	X	X	X	X	0
water	phosphate	phosphate	[measurement value]		1	float unit	concentration of phosphate	X	X	X	X	X	X	X	X	0
water	phospholipid fatty acid	phosplipid_fatt_acid	[phospholipid fatty acid name;measurement value]		multiple	text;float unit	concentration of phospholipid fatty acids; can include multiple values	X	X	X	X	X	X	X	X	0
water	photon flux	photon_flux	[measurement value]		1	float unit	measurement of photon flux	X	X	X	X	X	X	X	X	0
water	potassium	potassium	[measurement value]		1	float unit	concentration of potassium 	X	X	X	X	X	X	X	X	0
water	pressure	pressure	[measurement value]		1	float unit	pressure to which the sample is subject, in atmospheres	X	X	X	X	X	X	X	X	0
water	primary production	primary_prod	[measurement value]		1	float unit	measurement of primary production 	X	X	X	X	X	X	X	X	0
water	redox potential	redox_potential	[measurement value]		1	float unit	redox potential, measured relative to a hydrogen cell, indicating oxidation or reduction potential	X	X	X	X	X	X	X	X	0
water	salinity	salinity	[measurement value]		1	float unit	salinity measurement	X	X	X	X	X	X	X	X	0
water	sample storage duration	samp_store_dur	[time interval]		1	[YYYY]-[MM]-[DD]T[hh]:[mm]:[ss]TZD/[YYYY]-[MM]-[DD]T[hh]:[mm]:[ss]TZD	duration for which sample was stored	X	X	X	X	X	X	X	X	0
water	sample storage location	samp_store_loc	[location name]		1	text	location at which sample was stored, usually name of a specific freezer/room	X	X	X	X	X	X	X	X	0
water	sample storage temperature	samp_store_temp	[measurement value]		1	float unit	temperature at which sample was stored, e.g. -80	X	X	X	X	X	X	X	X	0
water	silicate	silicate	[measurement value]		1	float unit	concentration of silicate	X	X	X	X	X	X	X	X	0
water	soluble reactive phosphorus	soluble_react_phosp	[measurement value]		1	float unit	concentration of soluble reactive phosphorus	X	X	X	X	X	X	X	X	0
water	sulfate	sulfate	[measurement value]		1	float unit	concentration of sulfate	X	X	X	X	X	X	X	X	0
water	sulfide	sulfide	[measurement value]		1	float unit	concentration of sulfide	X	X	X	X	X	X	X	X	0
water	suspended particulate matter	suspend_part_matter	[measurement value]		1	float unit	concentration of suspended particulate matter	X	X	X	X	X	X	X	X	0
water	temperature	temp	[measurement value]		1	float unit	temperature of the sample at time of sampling	X	X	X	X	X	X	X	X	0
water	total depth of water column	tot_depth_water_col	[measurement value]		1	float unit	measurement of total depth of water column	X	X	X	X	X	X	X	X	0
water	total inorganic nitrogen	tot_inorg_nitro	[measurement value]		1	float unit	total inorganic nitrogen content	X	X	X	X	X	X	X	X	0
water	total nitrogen	tot_nitro	[measurement value]		1	float unit	total amount or concentration of nitrogenous substances	X	X	X	X	X	X	X	X	0
water	total particulate carbon	tot_part_carb	[measurement value]		1	float unit	total particulate carbon content	X	X	X	X	X	X	X	X	0
water	total phosphorus	tot_phosp	[measurement value]		1	float unit	total phosphorus content	X	X	X	X	X	X	X	X	0
