name_accession_number,name,host,host_phylum,viral_family,host_kingdom,name_accesion
NC_011801 , Lactobacillus phage Lv-1,Lactobacillus,Firmicutes,Siphoviridae,Bacteria,NC_011801
NC_011802 , Salmonella phage SE1,Salmonella,GammaProteo,Podoviridae,Bacteria,NC_011802
NC_011810 ,Pseudomonas phage PB1,Pseudomonas,GammaProteo,Myoviridae,Bacteria,NC_011810
NC_011811 ,Erwinia phage phiEa21-4,Erwinia,GammaProteo,Myoviridae,Bacteria,NC_011811
NC_011976 ,P22-like viruses Salmonella phage epsilon34,Salmonella,GammaProteo,Podoviridae,Bacteria,NC_011976
NC_012027 , Phlyer,Mycobacterium,Actinobacteria,Siphoviridae,Bacteria,NC_012027
NC_012091 ,Pseudomonas phage phi2954,Pseudomonas,GammaProteo,Cystoviridae,Bacteria,NC_012091
NC_012092 ,Pseudomonas phage phi2954,Pseudomonas,GammaProteo,Cystoviridae,Bacteria,NC_012092
NC_012093 ,Pseudomonas phage phi2954,Pseudomonas,GammaProteo,Cystoviridae,Bacteria,NC_012093
NC_012223 ,Caudovirales Enterobacteria phage SSL-2009a,Escherichia,GammaProteo,Siphoviridae,Bacteria,NC_012223
NC_012418 ,unclassified phiKMV-like phages Pseudomonas phage phikF77,Pseudomonas,GammaProteo,Podoviridae,Bacteria,NC_012418
NC_012419 , Enterococcus phage EFAP-1,Enterococcus,Firmicutes,Siphoviridae,Bacteria,NC_012419
NC_012530 ,Lactobacillus phage Lb338-1,Lactobacillus,Firmicutes,Myoviridae,Bacteria,NC_012530
NC_012635 ,RB51,Ecoli,GammaProteo,Myoviridae,Bacteria,NC_012635
NC_012638 ,RB14,Ecoli,GammaProteo,Myoviridae,Bacteria,NC_012638
NC_012662 ,Autographivirinae Vibrio phage VP93,Vibrio,GammaProteo,Podoviridae,Bacteria,NC_012662
NC_012663 , Lactococcus phage P087,Lactococcus,Firmicutes,Siphoviridae,Bacteria,NC_012663
NC_012696 ,unclassified N4-like viruses Sulfitobacter phage EE36phi1,Sulfitobacter,Actinobacteria,Podoviridae,Bacteria,NC_012696
NC_012697 ,unclassified N4-like viruses Silicibacter phage DSS3phi2,Silicibacter,AlfaProteo,Podoviridae,Bacteria,NC_012697
NC_012740 ,JSE,Ecoli,GammaProteo,Myoviridae,Bacteria,NC_012740
NC_012741 ,JS10,Ecoli,GammaProteo,Myoviridae,Bacteria,NC_012741
NC_012742 ,Viruses Xanthomonas phage phiL7 Viruses.,Xanthomonas,GammaProteo,Siphoviridae,Bacteria,NC_012742
NC_012743 , Burkholderia phage BcepIL02,Burkholderia,BetaProteo,Podoviridae,Bacteria,NC_012743
NC_012749 ,Enterobacteria phage WV8,Escherichia,GammaProteo,Myoviridae,Bacteria,NC_012749
NC_012753 , Streptococcus phage 5093,Streptococcus,Firmicutes,Siphoviridae,Bacteria,NC_012753
NC_012756 , Streptococcus phage PH10,Streptococcus,Firmicutes,Siphoviridae,Bacteria,NC_012756
NC_012757 ,unclassified Inoviridae Vibrio phage VEJphi,Vibrio,GammaProteo,Inoviridae,Bacteria,NC_012757
NC_012784 ,Viruses Staphylococcus phage phiPVL-CN125 Viruses.,Staphylococcus,Firmicutes,Unclassified DS,Bacteria,NC_012784
NC_012788 , Angel,Mycobacterium,Actinobacteria,Siphoviridae,Bacteria,NC_012788
NC_012868 , Enterobacteria phage St-1,Enterobacteria,GammaProteo,Microviridae,Bacteria,NC_012868
NC_012884 , Streptococcus phage M102,Streptococcus,Firmicutes,Siphoviridae,Bacteria,NC_012884
NC_013021 , Cyanophage PSS2,Prochlorococcus,Cyanobacteria,Siphoviridae,Bacteria,NC_013021
NC_013055 ,unclassified Lambda-like viruses Burkholderia phage KS9,Burkholderia,BetaProteo,Siphoviridae,Bacteria,NC_013055
NC_013059 ,P22-like viruses Salmonella phage c341,Salmonella,GammaProteo,Podoviridae,Bacteria,NC_013059
NC_013085 ,Viruses Synechococcus phage S-RSM4 Viruses.,Synechococcus,Cyanobacteria,Myoviridae,Bacteria,NC_013085
NC_013153 ,Viruses Lactococcus phage CB19 Viruses.,Lactococcus,Firmicutes,REMOVED ,Bacteria,NC_013153
NC_013154 ,Viruses Lactococcus phage CB20 Viruses.,Lactococcus,Firmicutes,REMOVED ,Bacteria,NC_013154
NC_013155 ,Viruses Lactococcus phage CB13 Viruses.,Lactococcus,Firmicutes,REMOVED ,Bacteria,NC_013155
NC_013195 ,P954,Staphylococcus,Firmicutes,Siphoviridae,Bacteria,NC_013195
NC_013197 ,Thermus phage P23-77,Thermus,Deynococcus-Thermus,Unclassified DS,Bacteria,NC_013197
NC_013585 ,Acidianus spindle-shaped virus 1,Acidianus,Crenarchaeota,Fuselloviridae,Archaea,NC_013585
NC_013587 ,Sulfolobus spindle-shaped virus 6,Sulfolobus,Crenarchaeota,Fuselloviridae,Archaea,NC_013587
NC_013588 ,Sulfolobus spindle-shaped virus 7,Sulfolobus,Crenarchaeota,Fuselloviridae,Archaea,NC_013588
NC_013594 ,Escherichia phage D108,Escherichia,GammaProteo,Myoviridae,Bacteria,NC_013594
NC_013597 ,Aggregatibacter phage S1249,Aggregatibacter,GammaProteo,Myoviridae,Bacteria,NC_013597
NC_013598 ,Streptococcus phage ALQ13.2,Streptococcus,Firmicutes,Siphoviridae,Bacteria,NC_013598
NC_013599 ,Xylella phage Xfas53,Xyllela,GammaProteo,Podoviridae,Bacteria,NC_013599
NC_013600 ,Sodalis phage SO-1,Sodalis,GammaProteo,Siphoviridae,Bacteria,NC_013600
NC_013638 ,Pseudomonas phage phi-2,Pseudomonas,GammaProteo,Podoviridae,Bacteria,NC_013638
NC_013643 ,Enterococcus phage phiFL2A,Enterococcus,Firmicutes,Siphoviridae,Bacteria,NC_013643
NC_013644 ,Enterococcus phage phiFL4A,Enterococcus,Firmicutes,Siphoviridae,Bacteria,NC_013644
NC_013645 ,Streptococcus phage Abc2,Streptococcus,Firmicutes,Siphoviridae,Bacteria,NC_013645
NC_013646 ,Enterococcus phage phiFL1A,Enterococcus,Firmicutes,Siphoviridae,Bacteria,NC_013646
NC_013647 ,Klebsiella phage KP32,Klebsiella,GammaProteo,Podoviridae,Bacteria,NC_013647
NC_013648 ,Enterococcus phage phiFL3A,Enterococcus,Firmicutes,Siphoviridae,Bacteria,NC_013648
NC_013649 ,Klebsiella phage KP34,Klebsiella,GammaProteo,Podoviridae,Bacteria,NC_013649
NC_013650 ,Mycobacterium phage ET08,Mycobacterium,Actinobacteria,Myoviridae,Bacteria,NC_013650
NC_013651 ,Vibrio phage N4,Vibrio,GammaProteo,Podoviridae,Bacteria,NC_013651
NC_013691 ,Pseudomonas phage LUZ7,Pseudomonas,GammaProteo,Podoviridae,Bacteria,NC_013691
NC_013692 ,Pseudomonas phage LIT1,Pseudomonas,GammaProteo,Podoviridae,Bacteria,NC_013692
NC_013693 ,Shigella phage phiSboM-AG3,Shigella,GammaProteo,Myoviridae,Bacteria,NC_013693
NC_013694 ,Mycobacterium phage Peaches,Mycobacterium,Actinobacteria,Siphoviridae,Bacteria,NC_013694
NC_013696 ,Enterococcus phage phiEf11,Enterococcus,Firmicutes,Siphoviridae,Bacteria,NC_013696
NC_013697 ,Deftia phage phiW-14,Deftia,BetaProteo,Myoviridae,Bacteria,NC_013697
NC_013698 ,Clavibacter phage CMP1,Clavibacter,Actinobacteria,Siphoviridae,Bacteria,NC_013698
NC_013936 ,Mycobacterium phage Ardmore.,Mycobacterium,Actinobacteria,Caudovirales,Bacteria,NC_013936
NC_014036 ,Klebsiella phage KP15.,Klebsiella,GammaProteo,Myoviridae,Bacteria,NC_014036
NC_014229 ,Streptomyces phage phiSASD1.,Streptomyces,Actinobacteria,Siphoviridae,Bacteria,NC_014229
NC_014260 ,Enterobacteria phage IME08.,Escherichia,GammaProteo,Myoviridae,Bacteria,NC_014260
NC_014321 ,Hyperthermophilic Archaeal Virus 2.,,Archeaea,Unclassified,Archaea,NC_014321
NC_014457 ,phiCTP1.,Clostridium,Firmicutes,Siphoviridae,Bacteria,NC_014457
NC_014458 ,Mycobacterium phage Angelica.,Mycobacterium,Actinobacteria,Siphoviridae,Bacteria,NC_014458
NC_014459 ,Mycobacterium phage CrimD.,Mycobacterium,Actinobacteria,Siphoviridae,Bacteria,NC_014459
NC_014460 ,SAP-26.,Staphylococcus,Firmicutes,Siphoviridae,Bacteria,NC_014460
NC_014461 ,Mycobacterium phage LeBron.,Mycobacterium,Actinobacteria,Siphoviridae,Bacteria,NC_014461
NC_014467 ,Enterobacteria phage RB16.,Escherichia,GammaProteo,Myoviridae,Bacteria,NC_014467
NC_014595 ,Shigella phage SP18.,Shigella,GammaProteo,Myoviridae,Bacteria,NC_014595
NC_014635 ,phiAS4.,Aeromonas,GammaProteo,Myoviridae,Bacteria,NC_014635
NC_014636 ,phiAS5.,Aeromonas,GammaProteo,Myoviridae,Bacteria,NC_014636
NC_014660 ,Ac42.,Acinetobacter,GammaProteo,Myoviridae,Bacteria,NC_014660
NC_014661 ,Acj61.,Acinetobacter,GammaProteo,Myoviridae,Bacteria,NC_014661
NC_014662 ,Enterobacteria phage CC31.,Escherichia,GammaProteo,Myoviridae,Bacteria,NC_014662
NC_014663 ,Acj9.,Acinetobacter,GammaProteo,Myoviridae,Bacteria,NC_014663
NC_014792 ,Enterobacteria phage vB_EcoM-VR7.,Escherichia,GammaProteo,Myoviridae,Bacteria,NC_014792
NC_014900 ,Salmonella phage ST160,Salmonella,GammaProteo,Podoviridae,Bacteria,NC_014900
NC_014901 ,Mycobacterium phage Wee,Mycobacterium,Actinobacteria,Siphoviridae,Bacteria,NC_014901
NC_015157 ,Vibrio phage ICP1,Vibrio,GammaProteo,Myoviridae,Bacteria,NC_015157
NC_015158 ,Vibrio phage ICP2,Vibrio,GammaProteo,Podoviridae,Bacteria,NC_015158
NC_015159 ,Vibrio phage ICP3,Vibrio,GammaProteo,Podoviridae,Bacteria,NC_015159
NC_015208 ,Pseudomonas phage phi15,Pseudomonas,GammaProteo,Podoviridae,Bacteria,NC_015208
NC_015209 ,Vibrio phage CTX chromosome I,Vibrio,GammaProteo,Inoviridae,Bacteria,NC_015209
NC_015210 ,Tsukamurella phage TPA2,Tsukamurella,Actinobacteria,Siphoviridae,Bacteria,NC_015210
NC_015249 ,Enterobacteria phage 285P,Escherichia,GammaProteo,Podoviridae,Bacteria,NC_015249
NC_015250 ,133,Acinetobacter,GammaProteo,Myoviridae,Bacteria,NC_015250
NC_015251 ,65,Aeromonas,GammaProteo,Myoviridae,Bacteria,NC_015251
NC_015252 ,Brochothrix phage NF5,Brochothrix,Firmicutes,Siphoviridae,Bacteria,NC_015252
NC_015253,Brochothrix phage A9,Brochothrix,Firmicutes,Myoviridae,Bacteria,NC_015253
NC_015254 ,Brochothrix phage BL3,Brochothrix,Firmicutes,Siphoviridae,Bacteria,NC_015254
NC_015262 ,phiCD6356,Clostridium,Firmicutes,Siphoviridae,Bacteria,NC_015262
NC_015263 ,Lactococcus phage 949,Lactococcus,Firmicutes,Siphoviridae,Bacteria,NC_015263
NC_015264 ,Pseudomonas phage phiIBB-PF7A,Pseudomonas,GammaProteo,Podoviridae,Bacteria,NC_015264
NC_015265 ,Burkholderia phage KS5,Burkholderia ,BetaProteo,Myoviridae,Bacteria,NC_015265
NC_015266 ,Burkholderia phage KL3,Burkholderia ,BetaProteo,Myoviridae,Bacteria,NC_015266
NC_015269 ,Enterobacteria phage SPC35,Salmonella,GammaProteo,Siphoviridae,Bacteria,NC_015269
NC_015270 ,Enterococcus phage EFRM31,Enterococcus,Firmicutes,Siphoviridae,Bacteria,NC_015270
NC_015271 ,Salmonella phage Vi06,Salmonella,GammaProteo,Podoviridae,Bacteria,NC_015271
NC_015272 ,Pseudomonas phage KPP10,Pseudomonas,GammaProteo,Myoviridae,Bacteria,NC_015272
NC_015273 ,Burkholderia phage KS14,Burkholderia ,BetaProteo,Myoviridae,Bacteria,NC_015273
NC_015274 ,Streptococcus phage Dp-1,Streptococcus,Firmicutes,Siphoviridae,Bacteria,NC_015274
NC_015292 ,Erwinia phage phiEa104,Erwinia,GammaProteo,Myoviridae,Bacteria,NC_015292
NC_015293 ,Pseudoalteromonas phage H105/1,Pseudoalteromonas,GammaProteo,Siphoviridae,Bacteria,NC_015293
NC_015294 ,Pseudomonas phage PAK_P1,Pseudomonas,GammaProteo,Myoviridae,Bacteria,NC_015294
NC_015295 ,Erwinia phage phiEt88,Erwinia,GammaProteo,Myoviridae,Bacteria,NC_015295
NC_015297 ,Ralstonia phage PE226,Ralstonia,BetaProteo,Inoviridae,Bacteria,NC_015297
NC_015453 ,Propionibacterium phage PAS50 endogenous virus,Propionibacterium,Actinobacteria,Siphoviridae,Bacteria,NC_015453
NC_015454 ,Propionibacterium phage PAD20 endogenous virus,Propionibacterium,Actinobacteria,Siphoviridae,Bacteria,NC_015454
NC_015456 ,Shigella phage Shfl1,Shigella,GammaProteo,Siphoviridae,Bacteria,NC_015456
NC_015457 ,Shigella phage Shfl2,Shigella,GammaProteo,Myoviridae,Bacteria,NC_015457
NC_015463 ,S-CBS2,Synechococcus,Cyanobacteria,Siphoviridae,Bacteria,NC_015463
NC_015464 ,Campylobacter phage NCTC12673,Campylobacter,EpsilonProteo,Myoviridae,Bacteria,NC_015464
NC_015465 ,S-CBS3,Synechococcus,Cyanobacteria,Siphoviridae,Bacteria,NC_015465
NC_015466 ,Roseobacter phage RDJL Phi 1,Roseobacter,AlfaProteo,Siphoviridae,Bacteria,NC_015466
NC_015568 ,phiCD38-2,Clostridium,Firmicutes,Siphoviridae,Bacteria,NC_015568
NC_015569 ,S-CRM01,Synechococcus,Cyanobacteria,Myoviridae,Bacteria,NC_015569
NC_015584 ,Mycobacterium phage Faith1,Mycobacterium,Actinobacteria,Siphoviridae,Bacteria,NC_015584
NC_015586 ,Stenotrophomonas phage phiSHP2,Stenotrophomonas,GammaProteo,Inoviridae,Bacteria,NC_015586
NC_015720 ,Gordonia phage GTE2,Gordonia,Actinobacteria,Siphoviridae,Bacteria,NC_015720
NC_015721 ,Bdellovibrio phage phi1402,Bdellovibrio,DeltaProteo,Myoviridae,Bacteria,NC_015721
NC_016163 ,Yersinia phage phiR1-37,Yersinia,GammaProteo,Myoviridae,Bacteria,NC_016163
NC_017973 ,Mycobacterium phage SWU1,Mycobacterium,Actinobacteria,Siphoviridae,Bacteria,NC_017973
NC_018087 ,ZZ1,Acinetobacter,GammaProteo,Myoviridae,Bacteria,NC_018087
Nelitza.ace.3_1_72790 ,Mycobacterium-phage-Nelitza,Mycobacterium,Actinobacteria,Siphoviridae,Bacteria,Nelitza.ace.3_1_72790
Nova ,Mycophage Nova,Mycobacterium,Actinobacteria,Siphoviridae,Bacteria,Nova
NZ_ACSJ01000015 ,Viruses Clostridium phage D-1873 Viruses.,Clostridium,Firmicutes,Unclassified,Bacteria,NZ_ACSJ01000015
Oline ,Mycophage Oline,Mycobacterium,Actinobacteria,Siphoviridae,Bacteria,Oline
Oosterbaan ,Mycophage Oosterbaan,Mycobacterium,Actinobacteria,Siphoviridae,Bacteria,Oosterbaan
Optimus ,Mycophage Optimus,Mycobacterium,Actinobacteria,Siphoviridae,Bacteria,Optimus
OSmaximus ,Mycophage OSmaximus,Mycobacterium,Actinobacteria,Siphoviridae,Bacteria,OSmaximus
Ovechkin_1_58338 ,Mycobacterium phage Ovechkin,Mycobacterium,Actinobacteria,Siphoviridae,Bacteria,Ovechkin_1_58338
Ovechkin_final_1_58340 ,Mycobacterium-phage-Ovechkin,Mycobacterium,Actinobacteria,Siphoviridae,Bacteria,Ovechkin_final_1_58340
PackMan ,Mycophage PackMan,Mycobacterium,Actinobacteria,Siphoviridae,Bacteria,PackMan
Pari_1_50614 ,Mycobacterium phage Pari,Mycobacterium,Actinobacteria,Siphoviridae,Bacteria,Pari_1_50614
PFDCG ,Inovirus Enterobacteria phage fd,,GammaProteo,Inoviridae,Bacteria,PFDCG
PHG25 ,25,Aeromonas,GammaProteo,Myoviridae,Bacteria,PHG25
Phipps ,Mycophage Phipps,Mycobacterium,Actinobacteria,Siphoviridae,Bacteria,Phipps
Pio ,Mycophage Pio,Mycobacterium,Actinobacteria,Myoviridae,Bacteria,Pio
Pixie ,Mycophage Pixie,Mycobacterium,Actinobacteria,Siphoviridae,Bacteria,Pixie
Pumpkin ,Mycophage pumpkin,Mycobacterium,Actinobacteria,Siphoviridae,Bacteria,Pumpkin
PZACG ,PZA,Bacillus,Firmicutes,Podoviridae,Bacteria,PZACG
Rakim ,Mycophage Rakim,Mycobacterium,Actinobacteria,Siphoviridae,Bacteria,Rakim
RedRock ,Mycophage RedRock,Mycobacterium,Actinobacteria,Siphoviridae,Bacteria,RedRock
Rey ,Mycophage Rey,Mycobacterium,Actinobacteria,Siphoviridae,Bacteria,Rey
Rockstar ,Mycophage Rockstar,Mycobacterium,Actinobacteria,Siphoviridae,Bacteria,Rockstar
RockyHorror ,Mycophage RockyHorror,Mycobacterium,Actinobacteria,Siphoviridae,Bacteria,RockyHorror
Saal_1_57775 ,Mycobacterium-phage-Saal,Mycobacterium,Actinobacteria,Siphoviridae,Bacteria,Saal_1_57775
Scoot17C ,Mycophage Scoot17C,Mycobacterium,Actinobacteria,Siphoviridae,Bacteria,Scoot17C
Sebata ,Mycophage Sebata,Mycobacterium,Actinobacteria,Myoviridae,Bacteria,Sebata
Send513 ,Mycophage Send513,Mycobacterium,Actinobacteria,Siphoviridae,Bacteria,Send513
Serendipity ,Mycophage Serendipity,Mycobacterium,Actinobacteria,Siphoviridae,Bacteria,Serendipity
SG4 ,Mycophage SG4,Mycobacterium,Actinobacteria,Siphoviridae,Bacteria,SG4
Shaka ,Mycophage Shaka,Mycobacterium,Actinobacteria,Siphoviridae,Bacteria,Shaka
SirDuracell ,Mycophage SirDuracell,Mycobacterium,Actinobacteria,Siphoviridae,Bacteria,SirDuracell
SirHarley ,Mycophage SirHarley,Mycobacterium,Actinobacteria,Siphoviridae,Bacteria,SirHarley
SkiPole ,Mycophage SkiPole,Mycobacterium,Actinobacteria,Siphoviridae,Bacteria,SkiPole
Stinger ,Mycophage Stinger,Mycobacterium,Actinobacteria,Siphoviridae,Bacteria,Stinger
Suffolk ,Mycophage Suffolk,Mycobacterium,Actinobacteria,Siphoviridae,Bacteria,Suffolk
Switzer ,Mycophage Switzer,Mycobacterium,Actinobacteria,Siphoviridae,Bacteria,Switzer
TallGrassMM ,Mycophage TallGrassMM,Mycobacterium,Actinobacteria,Siphoviridae,Bacteria,TallGrassMM
Theia_1_51543 ,Mycobacterium phage Theia,Mycobacterium,Actinobacteria,Siphoviridae,Bacteria,Theia_1_51543
Thibault ,Mycophage Thibault,Mycobacterium,Actinobacteria,Siphoviridae,Bacteria,Thibault
Toto ,Mycophage Toto,Mycobacterium,Actinobacteria,Siphoviridae,Bacteria,Toto
UncleHowie ,Mycophage UncleHowie,Mycobacterium,Actinobacteria,Siphoviridae,Bacteria,UncleHowie
UPIE ,Mycophage UPIE,Mycobacterium,Actinobacteria,Siphoviridae,Bacteria,UPIE
Violet ,Mycophage Violet,Mycobacterium,Actinobacteria,Siphoviridae,Bacteria,Violet
Vista ,Mycophage Vista,Mycobacterium,Actinobacteria,Siphoviridae,Bacteria,Vista
Vix ,Mycophage Vix,Mycobacterium,Actinobacteria,Siphoviridae,Bacteria,Vix
Vortex ,Mycophage Vortex,Mycobacterium,Actinobacteria,Siphoviridae,Bacteria,Vortex
X14855 ,Thermoproteus tenax virus 1 TTV1 genome.,Thermoproteus,Crenarchaeota,Lipothrixviridae,Archaea,X14855
Yahalom ,Mycophage Yahalom,Mycobacterium,Actinobacteria,Siphoviridae,Bacteria,Yahalom
Yoshand ,Mycophage Yoshand,Mycobacterium,Actinobacteria,Siphoviridae,Bacteria,Yoshand
Yoshi ,Mycophage Yoshi,Mycobacterium,Actinobacteria,Siphoviridae,Bacteria,Yoshi
Zemanar ,Mycophage Zemanar,Mycobacterium,Actinobacteria,Siphoviridae,Bacteria,Zemanar
phiST,Cellulophaga phage phiST,Cellulophaga,Bacteroidetes,Siphoviridae,Bacteria,KC821604
phi48:2,Cellulophaga phage phi48:2,Cellulophaga,Bacteroidetes,Unclassified SSDNA,Bacteria,KC821605
phi12:2,Cellulophaga phage phi12:2,Cellulophaga,Bacteroidetes,Microviridae,Bacteria,KC821606
phi19:1,Cellulophaga phage phi19:1,Cellulophaga,Bacteroidetes,Siphoviridae,Bacteria,KC821607
phi19:3,Cellulophaga phage phi19:3,Cellulophaga,Bacteroidetes,Podoviridae,Bacteria,KC821608
phi17:2,Cellulophaga phage phi17:2,Cellulophaga,Bacteroidetes,Podoviridae,Bacteria,KC821609
phi3ST:2,Cellulophaga phage phi3ST:2,Cellulophaga,Bacteroidetes,Myoviridae,Bacteria,KC821610
phi46:1,Cellulophaga phage phi46:1,Cellulophaga,Bacteroidetes,Siphoviridae,Bacteria,KC821611
phi40:1,Cellulophaga phage phi40:1,Cellulophaga,Bacteroidetes,Podoviridae,Bacteria,KC821612
phi12:1,Cellulophaga phage phi12:1,Cellulophaga,Bacteroidetes,Siphoviridae,Bacteria,KC821613
phi38:1,Cellulophaga phage phi38:1,Cellulophaga,Bacteroidetes,Podoviridae,Bacteria,KC821614
phi12:3,Cellulophaga phage phi12:3,Cellulophaga,Bacteroidetes,Siphoviridae,Bacteria,KC821615
phiSM,Cellulophaga phage phiSM,Cellulophaga,Bacteroidetes,Myoviridae,Bacteria,KC821616
phi17:1,Cellulophaga phage phi17:1,Cellulophaga,Bacteroidetes,Siphoviridae,Bacteria,KC821617
phi10:1,Cellulophaga phage phi10:1,Cellulophaga,Bacteroidetes,Siphoviridae,Bacteria,KC821618
phi18:1,Cellulophaga phage phi18:1,Cellulophaga,Bacteroidetes,Siphoviridae,Bacteria,KC821619
phi18:3,Cellulophaga phage phi18:3,Cellulophaga,Bacteroidetes,Podoviridae,Bacteria,KC821620
phi19:2,Cellulophaga phage phi19:2,Cellulophaga,Bacteroidetes,Siphoviridae,Bacteria,KC821621
phi46:3,Cellulophaga phage phi46:3,Cellulophaga,Bacteroidetes,Podoviridae,Bacteria,KC821622
phi12:a1,Cellulophaga phage phi12:a1,Cellulophaga,Bacteroidetes,Microviridae,Bacteria,KC821623
phi14:2,Cellulophaga phage phi14:2,Cellulophaga,Bacteroidetes,Podoviridae,Bacteria,KC821624
phi13:1,Cellulophaga phage phi13:1,Cellulophaga,Bacteroidetes,Siphoviridae,Bacteria,KC821625
phi39:1,Cellulophaga phage phi39:1,Cellulophaga,Bacteroidetes,Siphoviridae,Bacteria,KC821626
phi18:2,Cellulophaga phage phi18:2,Cellulophaga,Bacteroidetes,Siphoviridae,Bacteria,KC821627
phi18:4,Cellulophaga phage phi18:4,Cellulophaga,Bacteroidetes,Microviridae,Bacteria,KC821628
phi38:2,Cellulophaga phage phi38:2,Cellulophaga,Bacteroidetes,Myoviridae,Bacteria,KC821629
phi3:1,Cellulophaga phage phi3:1,Cellulophaga,Bacteroidetes,Myoviridae,Bacteria,KC821630
phi48:1,Cellulophaga phage phi48:1,Cellulophaga,Bacteroidetes,Microviridae,Bacteria,KC821631
phi4:1,Cellulophaga phage phi4:1,Cellulophaga,Bacteroidetes,Podoviridae,Bacteria,KC821632
phi13:2,Cellulophaga phage phi13:2,Cellulophaga,Bacteroidetes,Podoviridae,Bacteria,KC821633
phi47:1,Cellulophaga phage phi47:1,Cellulophaga,Bacteroidetes,Myoviridae,Bacteria,KC821634
HTVC011P,Pelagiphage,Pelagibacter ,AlfaProteo,Podoviridae,Bacteria,HTVC011P
HTVC019P,Pelagiphage,Pelagibacter ,AlfaProteo,Podoviridae,Bacteria,HTVC019P
HTVC010P,Pelagiphage,Pelagibacter ,AlfaProteo,Podoviridae,Bacteria,HTVC010P
HTVC008M,Pelagiphage,Pelagibacter ,AlfaProteo,Myoviridae,Bacteria,HTVC008M
HMO2011,SAR116 bacteriophage,Puniceispirillum,AlfaProteo,Podoviridae,Bacteria,HMO2011
